砂浜-形状変化	原因	海面水位-上昇
砂浜-面積変化	原因	海面水位-上昇
荒天時-波高増加	原因	台風-強度増加
砂浜-形状変化	原因	荒天時-波高増加
砂浜-面積変化	原因	荒天時-波高増加
海岸-侵食	原因	海面水位-上昇
砂浜-消失	予測影響	海岸-侵食
砂浜-消失率減少	予測影響	海面水位-上昇
砂浜-保全	対策法	海岸保全施設-整備
砂浜-養成	対策法	養浜
砂浜-順応的管理	対策法	砂浜-モニタリング
砂浜-順応的管理	対策法	砂浜-評価分類
土砂-総合管理	対策法	流砂系-管理対策推進
侵食-発生	原因	沿岸漂砂-遮断
沿岸漂砂-遮断	影響	上手側-堆積
沿岸漂砂-遮断	影響	下手側-侵食
上流-土砂供給減少	原因	ダム堆砂
上流-土砂供給減少	原因	河川-砂利採取
上流-土砂供給減少	原因	森林再生
土砂-連続性回復	対策法	堰堤-スリット化
土砂-連続性回復	対策法	ダム-置き土
土砂-連続性回復	対策法	土砂バイパス-設置
砂浜-養成	対策法	サンドバイパス
砂浜-養成	対策法	サンドリサイクル
海面水位-上昇	原因	気候変動
台風-強度増加	原因	気候変動
海岸保全施設-整備	推進	面的防護方式-海岸保全施設整備
海岸保全施設-整備	構成要素	堤防
海岸保全施設-整備	構成要素	消波工
海岸保全施設-整備	構成要素	離岸堤
海岸保全施設-整備	構成要素	砂浜
養浜	定義	海浜-造成
養浜	手段	海岸-砂人工供給
養浜	手順	上手側-砂投入
養浜	配慮	海岸利用者
養浜	配慮	自然環境
砂浜-モニタリング	実施手順	管理水準-設定
砂浜-モニタリング	実施手段	SAR画像-活用
砂浜-モニタリング	実施手段	UAV-活用
砂浜-モニタリング	実施手段	環境調査
砂浜-評価分類	評価対象	砂浜-防護機能
砂浜-評価分類	評価対象	砂浜侵食-程度速度
砂浜-評価分類	評価対象	沿岸漂砂量
砂浜-評価分類	評価対象	土砂収支
砂浜-評価分類	評価対象	背後地-重要度
