大雨事象-発生頻度増加	原因	気候変動
降水量-増加	原因	気候変動
短時間集中降雨事象-発生頻度増加	原因	気候変動
降雨強度-増加	原因	気候変動
激しい降水-頻度増加	影響	内水氾濫リスク-増大
都市化-流出増加	影響	内水氾濫リスク-増大
土地利用高度化	影響	内水氾濫リスク-増大
内水災害被害額期待値-増加	予測影響	RCP8.5シナリオ
内水災害被害額期待値-増加	予測影響	現在気候比-約2倍
内水氾濫被害-最小化	対策法	計画降雨対応ハード整備-推進
内水氾濫被害-最小化	対策法	ソフト対策-実施
内水氾濫被害-最小化	対策法	内水ハザードマップ-整備
内水氾濫被害-最小化	対策法	タイムライン(防災行動計画)-策定
内水氾濫被害-最小化	対策法	垂直避難
内水氾濫被害-最小化	対策法	下水道-排水能力増強
内水氾濫被害-最小化	対策法	既存施設-効果的活用
内水氾濫被害-最小化	対策法	貯留浸透施設-道路公園連携
内水氾濫被害-最小化	対策法	土地-嵩上げ
内水氾濫被害-最小化	対策法	住宅-ピロティ化
内水氾濫被害-最小化	対策法	地区計画-誘導
内水氾濫被害-最小化	対策法	BCP-策定
内水氾濫被害-最小化	対策法	災害廃棄物処理体制-確立
気候変動	影響	降水量-増加
気候変動	影響	大雨事象-発生頻度増加
気候変動	影響	短時間集中降雨事象-発生頻度増加
気候変動	影響	降雨強度-増加
内水氾濫リスク-増大	原因	激しい降水-頻度増加
内水氾濫リスク-増大	原因	都市化-流出増加
内水氾濫リスク-増大	原因	土地利用高度化
RCP8.5シナリオ	前提条件	内水災害被害額期待値-推算研究
現在気候比-約2倍	比較対象	内水災害被害額期待値-増加
計画降雨対応ハード整備-推進	構成要素	下水道整備
計画降雨対応ハード整備-推進	構成要素	公共施設-貯留浸透
ソフト対策-実施	具体例	内水ハザードマップ-整備
ソフト対策-実施	具体例	タイムライン(防災行動計画)-策定
ソフト対策-実施	具体例	垂直避難
下水道-排水能力増強	手段	下水道施設-増補管
下水道-排水能力増強	対策法	下水道施設-耐水化
下水道-排水能力増強	対策法	下水道機能-迅速回復BCP整備
既存施設-効果的活用	手段	ICT活用
既存施設-効果的活用	手段	監視カメラ活用
既存施設-効果的活用	推進目的	河川下水道施設-一体運用推進
貯留浸透施設-道路公園連携	目的	雨水-貯留浸透促進
貯留浸透施設-道路公園連携	目的	緑農地-確保
土地-嵩上げ	目的	人的被害-回避軽減
土地-嵩上げ	目的	経済的被害-回避軽減
住宅-ピロティ化	目的	人的被害-回避軽減
住宅-ピロティ化	目的	経済的被害-回避軽減
地区計画-誘導	目的	浸水被害-回避
BCP-策定	目的	業務再開-早期化
災害廃棄物処理体制-確立	対策法	災害廃棄物処理計画-策定推進
災害廃棄物処理体制-確立	目的	廃棄物処理-適正円滑迅速化
降水量-増加	影響	短時間豪雨-頻発
降水量-増加	影響	施設計画超過降雨-発生
大雨事象-発生頻度増加	影響	下水道計画規模超過豪雨-頻発
短時間集中降雨事象-発生頻度増加	影響	内水氾濫-発生
降雨強度-増加	影響	内水氾濫-発生
激しい降水-頻度増加	定義	1時間降水量50mm以上
都市化-流出増加	影響	内水氾濫リスク-増大
土地利用高度化	例示	地下街-設置
下水道整備	目的	雨水排水-効率化
公共施設-貯留浸透	目的	雨水排水-効率化
内水ハザードマップ-整備	影響	浸水避難情報-住民提供
内水ハザードマップ-整備	影響	防災意識-向上促進
タイムライン(防災行動計画)-策定	目的	関係機関連携-避難救助救急緊急輸送実施
垂直避難	実施条件	頑丈な建物高所-移動
下水道-排水能力増強	影響	排水能力-増強
下水道施設-耐水化	目的	下水道機能-迅速回復
河川下水道施設-一体運用推進	手段	連結管-整備
河川下水道施設-一体運用推進	手段	兼用貯留施設-整備
雨水-貯留浸透促進	手段	道路公園学校-事業連携
緑農地-確保	特性	保水機能-高い
人的被害-回避軽減	対策法	止水板-設置
経済的被害-回避軽減	対策法	止水板-設置
浸水被害-回避	対策法	居室-一定高さ以上設置
業務再開-早期化	対策法	初期対応-実施
廃棄物処理-適正円滑迅速化	推進主体	地方公共団体
廃棄物処理-適正円滑迅速化	推進主体	地域ブロック
廃棄物処理-適正円滑迅速化	推進主体	全国レベル
