水中-細菌類増加	原因	海水温上昇
水中-細菌類増加	原因	淡水温上昇
食品-細菌増殖	原因	気温上昇
海産魚介類-腸炎ビブリオ菌数増加	原因	海水表面温度上昇
ビブリオ・バルニフィカス感染症-報告増加	原因	温暖な汽水域
ビブリオ・バルニフィカス感染症-北限北上	影響	北海道・東北地方-感染発生
感染性胃腸炎-患者数減少	予測影響	気温上昇
感染症-発症リスク変化	予測影響	外気温変化
感染症-流行パターン変化	予測影響	外気温変化
水系・食品媒介性感染症-対策	対策法	食品衛生管理-遵守
水系・食品媒介性感染症-対策	対策法	個人-感染症予防
水系・食品媒介性感染症-対策	対策法	監視体制-構築
水系・食品媒介性感染症-対策	対策法	対策-継続実施
海域-水質観測	対策法	水産用水基準-遵守
水質変化-検出体制維持	対策法	漁場環境-モニタリング
食品媒介感染症-対策	対策法	食品衛生管理-法令準拠
水産物-食中毒予防	対策法	HACCP-衛生管理実施
感染症-予防	対策法	手洗い
感染症-予防	対策法	調理器具-清潔保持
感染症-予防	対策法	食品-低温保存
感染症-予防	対策法	食品-加熱処理
ビブリオ・バルニフィカス感染症-予防	対策法	夏季-海産魚介類生食回避
ビブリオ・バルニフィカス感染症-予防	対策法	加熱調理済み食品-摂取
ビブリオ・バルニフィカス感染症-予防	対策法	傷のある人-夏季の海水接触回避
水系・食品媒介性感染症-影響予測評価	影響	不確実性
監視体制-構築継続	対策法	自治体-必要時対応
情報共有	対策法	病原微生物検出情報
情報共有	対策法	感染症発生動向調査
発生リスク評価-重要課題	予測影響	将来予測モデル
リスク低減	対策法	公衆衛生対策-継続改善
リスク低減	対策法	普及啓発-継続改善
海水温上昇	影響	海水中-細菌類増加
淡水温上昇	影響	淡水中-細菌類増加
気温上昇	影響	食品-細菌増殖
海水表面温度上昇	影響	海産魚介類-腸炎ビブリオ菌数増加
温暖な汽水域	影響	ビブリオ・バルニフィカス感染症-報告増加
北海道・東北地方-感染発生	位置づけ	ビブリオ・バルニフィカス感染症-北限北上
外気温変化	影響	感染症-発症リスク変化
外気温変化	影響	感染症-流行パターン変化
不確実性	付随	影響予測評価
手洗い	目的	感染症-予防
食品-低温保存	目的	細菌-増殖防止
食品-加熱処理	目的	細菌-死滅
食品-加熱処理	目的	ウイルス-死滅
夏季-海産魚介類生食回避	目的	ビブリオ・バルニフィカス感染症-予防
傷のある人-夏季の海水接触回避	目的	ビブリオ・バルニフィカス感染症-予防
病原微生物検出情報	目的	情報共有
感染症発生動向調査	目的	情報共有
将来予測モデル	基盤	発生リスク評価-重要課題
海水中-細菌類増加	原因	海水温上昇
淡水中-細菌類増加	原因	淡水温上昇
細菌-増殖防止	対策法	食品-低温保存
細菌-死滅	対策法	食品-加熱処理
ウイルス-死滅	対策法	食品-加熱処理
感染症-予防	対策法	手洗い
感染症-予防	対策法	調理器具-清潔保持
